"","X","Site","Year","ID","Attempt","Nest_Fate","age","Date_Incubation","Date_Failure","Comments","unique_ID","tph","gc","cc","maxveg","avgveg","voveg","Died_Nesting","Nest_Random","site"
"4811",831,"SRS","2021","47488",1,"0",NA,"4/16/2021","5/6/2021","predator"," 1 0",4,91,NA,195,167.5,155,"N",0,"SRS"
"4821",867,"SRS","2022","10271",1,"0",NA,"4/9/2022","5/6/2022","predator"," 1 0",6,100,80,200,142.5,150,"N",0,"SRS"
"4831",868,"SRS","2022","10250",1,"0",NA,"4/12/2022","4/20/2022","predator"," 1 0",17,100,68.8,170,72.5,50,"N",0,"SRS"
"4841",869,"SRS","2022","10245",1,"0",NA,"4/13/2022","5/4/2022","predator"," 1 0",NA,90,71.4,185,152.5,105,"N",0,"SRS"
"4851",870,"SRS","2022","10241",1,"0",NA,"4/13/2022","4/17/2022","predator"," 1 0",12,100,94.8,127.5,40,42.5,"N",0,"SRS"
"4861",871,"SRS","2022","10259",1,"1",NA,"4/15/2022","5/10/2022",NA," 1 1",39,100,96,200,100,62.5,"N",0,"SRS"
"4871",872,"SRS","2022","10264",1,"0",NA,"4/16/2022","4/17/2022","predator"," 1 0",NA,100,81.2,200,142.5,65,"N",0,"SRS"
"4881",873,"SRS","2022","10242",1,"0",NA,NA,"4/13/2022","predator"," 1 0",NA,100,80.8,197.5,105,125,"N",0,"SRS"
"4891",874,"SRS","2022","9495",1,"1",NA,"4/19/2022","5/15/2022",NA," 1 1",8,100,83.2,200,155,60,"N",0,"SRS"
"4901",875,"SRS","2022","10272",1,"1",NA,"4/19/2022","5/15/2022",NA," 1 1",12,91,59.2,187.5,127.5,40,"N",0,"SRS"
"4911",876,"SRS","2022","9510",1,"1",NA,"4/19/2022","5/13/2022",NA," 1 1",11,100,92.4,200,137.5,15,"N",0,"SRS"
"492",877,"SRS","2022","9507",1,"0",NA,"4/20/2022","5/9/2022","predator"," 1 0",18,100,67.2,200,107.5,95,"N",0,"SRS"
"493",878,"SRS","2022","10290",1,"1",NA,"4/20/2022","5/16/2022",NA," 1 1",29,98,75.2,142.5,72.5,60,"N",0,"SRS"
"494",879,"SRS","2022","9506",1,"1",NA,"4/21/2022","5/17/2022",NA," 1 1",14,100,95.4,180,147.5,102.5,"N",0,"SRS"
"4951",880,"SRS","2022","10275",1,"0",NA,"4/24/2022","4/24/2022","predator"," 1 0",0,90,20,147.5,77.5,67.5,"N",0,"SRS"
"4961",881,"SRS","2022","9493",1,"0",NA,"4/17/2022","4/19/2022","predator"," 1 0",28,100,84.2,200,140,107.5,"N",0,"SRS"
"4971",882,"SRS","2022","10282",1,"1",NA,"4/23/2022","5/19/2022",NA," 1 1",19,100,73,160,55,40,"N",0,"SRS"
"4981",883,"SRS","2022","9501",1,"0",NA,NA,"4/20/2022","predator"," 1 0",0,100,10,195,165,130,"N",0,"SRS"
"4991",884,"SRS","2022","10281",1,"0",NA,NA,"4/22/2022","abandonment"," 1 0",0,87,0,177.5,60,82.5,"N",0,"SRS"
"5001",885,"SRS","2022","10277",1,"1",NA,"4/16/2022","5/13/2022",NA," 1 1",0,90,16.8,200,132.5,147.5,"N",0,"SRS"
"5011",886,"SRS","2022","10289",1,"1",NA,"4/26/2022","5/22/2022",NA," 1 1",12,100,75.6,195,102.5,117.5,"N",0,"SRS"
"5021",887,"SRS","2022","10284",1,"0",NA,"4/25/2022","5/14/2022","abandonment"," 1 0",30,84,84.8,70,45,35,"N",0,"SRS"
"5031",888,"SRS","2022","9505",1,"1",NA,"4/24/2022","5/20/2022",NA," 1 1",23,88,52,155,132.5,50,"N",0,"SRS"
"5041",889,"SRS","2022","10283",1,"0",NA,"4/24/2022","5/4/2022","predator"," 1 0",2,94,53.6,182.5,112.5,65,"N",0,"SRS"
"505",890,"SRS","2022","9504",1,"1",NA,"4/27/2022","5/23/2022",NA," 1 1",16,99,78.6,200,72.5,62.5,"N",0,"SRS"
"5061",891,"SRS","2022","9499",1,"0",NA,"4/27/2022","5/8/2022","Predator"," 1 0",13,98,84,200,190,32.5,"N",0,"SRS"
"5071",892,"SRS","2022","9497",1,"1",NA,"4/28/2022","5/24/2022",NA," 1 1",27,100,94.2,150,65,30,"N",0,"SRS"
"5081",893,"SRS","2022","10248",1,"0",NA,"4/29/2022","5/3/2022","predator"," 1 0",15,98,54.6,167.5,112.5,45,"N",0,"SRS"
"5091",894,"SRS","2022","10242",2,"1",NA,"4/30/2022","5/25/2022",NA," 2 1",0,99,72,200,142.5,130,"N",0,"SRS"
"5101",895,"SRS","2022","9498",1,"0",NA,"4/29/2022","5/8/2022","predator"," 1 0",7,100,89,127.5,47.5,30,"N",0,"SRS"
"5111",896,"SRS","2022","10300",1,"0",NA,"4/30/2022","5/5/2022","predator"," 1 0",38,100,91.6,170,125,60,"N",0,"SRS"
"5121",897,"SRS","2022","9502",1,"1",NA,"5/1/2022","5/26/2022",NA," 1 1",4,100,28,115,90,70,"N",0,"SRS"
"5131",898,"SRS","2022","10265",1,"0",NA,"4/25/2022","5/11/2022","predator"," 1 0",7,100,92,195,170,92.5,"N",0,"SRS"
"5141",899,"SRS","2022","9512",1,"1",NA,"5/2/2022","5/27/2022",NA," 1 1",0,94,28.8,120,90,55,"N",0,"SRS"
"5151",900,"SRS","2022","9494",1,"0",NA,"4/30/2022","5/21/2022","predator"," 1 0",6,100,94.4,200,170,35,"Y",0,"SRS"
"5161",901,"SRS","2022","10261",1,"0",NA,NA,"4/30/2022","abandonment"," 1 0",18,100,90.4,182.5,110,35,"N",0,"SRS"
"5171",902,"SRS","2022","10276",1,"0",NA,"5/6/2022","5/12/2022","predator"," 1 0",7,44,30.4,182.5,137.5,55,"N",0,"SRS"
"518",903,"SRS","2022","9501",2,"0",NA,"5/8/2022","5/10/2022","predator"," 2 0",8,100,84.8,167.5,135,55,"N",0,"SRS"
"5191",904,"SRS","2022","10250",2,"0",NA,"5/9/2022","5/15/2022","predator"," 2 0",2,76,21.8,200,172.5,137.5,"N",0,"SRS"
"5201",905,"SRS","2022","9493",2,"0",NA,"5/9/2022","5/24/2022","U "," 2 0",10,98,74,125,67.5,60,"N",0,"SRS"
"5211",906,"SRS","2022","10275",2,"0",NA,"5/13/2022","5/13/2022","predator"," 2 0",10,98,44.4,190,130,85,"N",0,"SRS"
"5221",907,"SRS","2022","10295",1,"0",NA,"5/14/2022","5/22/2022","predator"," 1 0",21,100,80,177.5,152.5,127.5,"N",0,"SRS"
"5231",908,"SRS","2022","10241",2,"0",NA,"5/16/2022","5/25/2022","predator"," 2 0",8,98,44.4,182.5,137.5,125,"N",0,"SRS"
"5241",909,"SRS","2022","10248",2,"1",NA,"5/25/2022","6/20/2022",NA," 2 1",0,97,19,177.5,145,65,"N",0,"SRS"
"5251",910,"SRS","2022","10283",2,"0",NA,"5/26/2022","5/28/2022","predator"," 2 0",0,85,35.8,200,160,135,"N",0,"SRS"
"5261",911,"SRS","2022","10281",2,"0",NA,"5/31/2022","6/2/2022","predator"," 2 0",2,74,1.2,185,117.5,55,"N",0,"SRS"
"5271",912,"SRS","2022","9501",3,"0",NA,"5/30/2022","6/7/2022","predator"," 3 0",12,94,86.4,187.5,137.5,105,"N",0,"SRS"
"5281",913,"SRS","2022","9498",2,"0",NA,"5/31/2022","6/6/2022","predator"," 2 0",6,95,68.8,142.5,90,67.5,"N",0,"SRS"
"5291",914,"SRS","2022","10300",2,"1",NA,"6/4/2022","6/28/2022",NA," 2 1",4,70,61.2,187.5,72.5,32.5,"N",0,"SRS"
"5301",915,"SRS","2022","10265",2,"0",NA,"6/8/2022","6/16/2022","predator"," 2 0",9,92,65.8,180,127.5,75,"N",0,"SRS"
"5311",916,"SRS","2022","10250",3,"0",NA,"6/7/2022","7/3/2022","predator"," 3 0",6,99,68.6,160,102.5,97.5,"N",0,"SRS"
"5321",917,"SRS","2022","9499",2,"0",NA,"6/10/2022","6/19/2022","predator"," 2 0",3,89,58.2,185,125,85,"N",0,"SRS"
"5331",1035,"SRS","2023","11566",1,"1",NA,"3/28/2023","4/24/2023",NA," 1 1",0,100,0,30,30,20,"N",0,"SRS"
"5341",1036,"SRS","2023","11565",1,"1",NA,"4/4/2023","4/30/2023",NA," 1 1",0,100,12.48,195,177.5,150,"N",0,"SRS"
"5351",1037,"SRS","2023","11564",1,"0",NA,"4/7/2023","4/27/2023","Predation"," 1 0",4,100,98.176,105,25,12.5,"N",0,"SRS"
"5361",1038,"SRS","2023","11563",1,"0",NA,"4/20/2023","4/20/2023","Predation"," 1 0",2,96,64.48,127.5,75,45,"N",0,"SRS"
"5371",1039,"SRS","2023","11563",2,"0",NA,"5/4/2023","5/23/2023","Predation"," 2 0",3,100,42.432,160,97.5,70,"N",0,"SRS"
"538",1040,"SRS","2023","11561",1,"0",NA,NA,"5/12/2023","unknown"," 1 0",0,100,3.744,170,107.5,25,"N",0,"SRS"
"5391",1041,"SRS","2023","11553",1,"1",NA,"4/18/2023","5/15/2023",NA," 1 1",3,98,35.776,182.5,145,135,"N",0,"SRS"
"5401",1042,"SRS","2023","11552",1,"1",NA,"3/29/2023","4/25/2023",NA," 1 1",9,100,37.232,200,90,45,"N",0,"SRS"
"5411",1043,"SRS","2023","11550",1,"0",NA,"4/3/2023","4/6/2023","Predation"," 1 0",15,100,99.84,175,60,17.5,"Y",0,"SRS"
"5421",1044,"SRS","2023","11550",2,"0",NA,"4/24/2023","4/28/2023","Predation"," 2 0",0,100,31.616,82.5,52.5,35,"Y",0,"SRS"
"5431",1045,"SRS","2023","11550",3,"0",NA,"5/19/2023","6/5/2023","Predation"," 3 0",4,100,89.44,52.5,30,15,"Y",0,"SRS"
"5441",1046,"SRS","2023","11547",1,"0",NA,NA,"5/4/2023","Abandonment"," 1 0",19,100,99.84,100,25,10,"N",0,"SRS"
"5451",1047,"SRS","2023","11547",2,"0",NA,"6/5/2023","7/7/2023","Infertile eggs"," 2 0",0,86,2.704,120,70,35,"N",0,"SRS"
"5461",1048,"SRS","2023","11546",1,"0",NA,"3/28/2023","4/21/2023","Predation"," 1 0",0,100,19.136,105,70,52.5,"Y",0,"SRS"
"5471",1049,"SRS","2023","11544",1,"0",NA,"4/24/2023","4/26/2023","Predation"," 1 0",12,92,89.024,160,112.5,65,"N",0,"SRS"
"5481",1050,"SRS","2023","11544",2,"1",NA,"5/13/2023","6/9/2023",NA," 2 1",3,100,27.664,127.5,97.5,67.5,"N",0,"SRS"
"5491",1051,"SRS","2023","11542",1,"0",NA,"4/3/2023","4/18/2023","Predation"," 1 0",5,99,58.656,200,157.5,107.5,"N",0,"SRS"
"5501",1052,"SRS","2023","11542",2,"0",NA,"5/22/2023","5/25/2023","unknown"," 2 0",19,100,79.04,200,107.5,27.5,"N",0,"SRS"
"5511",1053,"SRS","2023","11540",1,"0",NA,"4/22/2023","4/23/2023","Predation"," 1 0",0,100,54.912,200,122.5,72.5,"N",0,"SRS"
"5521",1054,"SRS","2023","11539",1,"1",NA,"3/26/2023","4/21/2023",NA," 1 1",0,80,10.4,122.5,107.5,87.5,"N",0,"SRS"
"5531",1055,"SRS","2023","11225",1,"1",NA,"4/10/2023","5/6/2023",NA," 1 1",0,100,99.84,17.5,12.5,10,"N",0,"SRS"
"5541",1056,"SRS","2023","11223",1,"1",NA,"4/3/2023","4/30/2023",NA," 1 1",5,100,52.416,147.5,75,45,"N",0,"SRS"
"5551",1057,"SRS","2023","11222",1,"1",NA,"4/15/2023","5/12/2023",NA," 1 1",11,90,93.184,102.5,52.5,25,"N",0,"SRS"
"5561",1058,"SRS","2023","11202",1,"1",NA,"4/12/2023","5/9/2023",NA," 1 1",9,100,98.592,200,102.5,20,"N",0,"SRS"
"5571",1059,"SRS","2023","11205",1,"0",NA,"4/1/2023","4/22/2023","Predation"," 1 0",16,100,96.928,125,37.5,12.5,"Y",0,"SRS"
"5581",1060,"SRS","2023","11209",1,"0",NA,"3/29/2023","4/6/2023","Predation"," 1 0",12,100,89.024,190,80,30,"Y",0,"SRS"
"5591",1061,"SRS","2023","11210",1,"1",NA,"4/9/2023","5/6/2023",NA," 1 1",8,100,95.68,162.5,67.5,25,"N",0,"SRS"
"5601",1062,"SRS","2023","11211",1,"0",NA,"4/13/2023","4/22/2023","Predation"," 1 0",0,100,70.304,115,72.5,40,"N",0,"SRS"
"5611",1063,"SRS","2023","11211",2,"0",NA,"5/16/2023","5/17/2023","Predation"," 2 0",0,98,79.04,162.5,75,27.5,"N",0,"SRS"
"5621",1064,"SRS","2023","11211",3,"1",NA,"6/18/2023","7/15/2023",NA," 3 1",0,90,6.032,165,107.5,50,"N",0,"SRS"
"5631",1065,"SRS","2023","11212",1,"1",NA,"4/22/2023","5/19/2023",NA," 1 1",0,100,34.112,127.5,62.5,30,"N",0,"SRS"
"5641",1066,"SRS","2023","11213",1,"1",NA,"4/9/2023","5/7/2023",NA," 1 1",18,100,98.176,137.5,75,40,"N",0,"SRS"
"5651",1067,"SRS","2023","11215",1,"1",NA,"4/28/2023","5/26/2023",NA," 1 1",15,100,97.344,200,145,27.5,"N",0,"SRS"
"5661",1068,"SRS","2023","11217",1,"0",NA,"4/8/2023","4/20/2023","Predation"," 1 0",0,98,96.096,147.5,115,110,"N",0,"SRS"
"5671",1069,"SRS","2023","11217",2,"1",NA,"5/16/2023","6/12/2023",NA," 2 1",0,100,19.552,112.5,75,55,"N",0,"SRS"
"5681",1070,"SRS","2023","11221",1,"0",NA,"4/10/2023","4/14/2023","Predation"," 1 0",14,100,99.84,92.5,42.5,17.5,"N",0,"SRS"
"5691",1071,"SRS","2023","11221",2,"0",NA,"5/13/2023","5/26/2023","Predation"," 2 0",27,98,61.776,200,150,87.5,"N",0,"SRS"
"5701",1072,"SRS","2023","11221",3,"0",NA,"6/25/2023","7/23/2023","Predation"," 3 0",0,90,0,192.5,135,85,"N",0,"SRS"
"5711",199,"WEBB","2016","60644",2,"1",NA,"5/20/2016","6/16/2016",""," 2 1",4,100,33.2,152.5,102.5,67.5,"N",0,"WEBB"
"5721",200,"WEBB","2016","60688",1,"1",NA,"5/1/2016","5/25/2016",""," 1 1",13,100,92.71,117.5,65,32.5,"N",0,"WEBB"
"5731",201,"WEBB","2016","60658",2,"1",NA,"5/19/2016","6/15/2016",""," 2 1",9,99,77.706,100,65,50,"N",0,"WEBB"
"5751",203,"WEBB","2016","60670",1,"0",NA,"4/4/2016","4/21/2016",""," 1 0",2,87,11.66,190,122.5,147.5,"N",0,"WEBB"
"5761",204,"WEBB","2016","60670",2,"0",NA,"6/4/2016","6/22/2016",""," 2 0",11,90,69,167.5,45,30,"N",0,"WEBB"
"5771",205,"WEBB","2016","60677",1,"0",NA,"4/18/2016","5/1/2016",""," 1 0",7,99,45.83,137.5,67.5,57.5,"Y",0,"WEBB"
"5781",206,"WEBB","2016","60653",1,"0",NA,"4/24/2016","4/28/2016",""," 1 0",0,98,0,172.5,92.5,65,"N",0,"WEBB"
"5791",207,"WEBB","2016","60922",1,"0",NA,"4/30/2016","5/4/2016",""," 1 0",7,59.5,52.2,62.5,37.5,30,"Y",0,"WEBB"
"5801",208,"WEBB","2016","60919",1,"1",NA,"4/10/2016","5/7/2016",""," 1 1",12,52,86.454,135,35,30,"N",0,"WEBB"
"5811",209,"WEBB","2016","60923",1,"0",NA,"4/8/2016","4/15/2016",""," 1 0",26,98,83.11,50,27.5,20,"Y",0,"WEBB"
"5831",211,"WEBB","2016","60703",1,"0",NA,"4/21/2016","4/25/2016",""," 1 0",17,93,88.334,132.5,70,57.5,"N",0,"WEBB"
"5841",212,"WEBB","2016","60703",2,"0",NA,"5/31/2016","6/13/2016",""," 2 0",30,90,69,162.5,18.75,10,"N",0,"WEBB"
"5871",100,"WEBB","2015","60221",1,"1",NA,"4/14/2015","5/10/2015",""," 1 1",20,100,69.2,165,70,100,"N",0,"WEBB"
"5881",101,"WEBB","2015","60191",1,"1",NA,"4/18/2015","5/16/2015",""," 1 1",9,97,81.6,185,62.5,102.5,"N",0,"WEBB"
"5891",102,"WEBB","2015","60217",1,"1",NA,"4/13/2015","5/9/2015",""," 1 1",32,100,86.4,200,112.5,95,"N",0,"WEBB"
"5901",103,"WEBB","2015","60223",1,"0",NA,"5/8/2015","5/10/2015",""," 1 0",29,96,63.2,77.5,42.5,57.5,"N",0,"WEBB"
"5911",104,"WEBB","2015","60205",1,"1",NA,"4/18/2015","5/14/2015",""," 1 1",50,100,90,180,67.5,120,"N",0,"WEBB"
"5921",105,"WEBB","2015","60226",1,"0",NA,"4/23/2015","4/27/2015",""," 1 0",6,98,48.6,152.5,85,112.5,"N",0,"WEBB"
"5931",106,"WEBB","2015","60187",1,"1",NA,"4/10/2015","5/6/2015",""," 1 1",19,92.6,29.8,80,37.5,10,"N",0,"WEBB"
"5941",107,"WEBB","2015","60220",1,"0",NA,"5/20/2015","5/30/2015",""," 1 0",20,85,98.4,72.5,68.75,50,"Y",0,"WEBB"
"5951",108,"WEBB","2015","60196",1,"0",NA,"4/26/2015","5/23/2015",""," 1 0",24,100,89,200,100,185,"N",0,"WEBB"
"5961",109,"WEBB","2015","60216",1,"1",NA,"4/26/2015","5/23/2015",""," 1 1",19,93.25,65.8,87.5,20,27.5,"N",0,"WEBB"
"5971",110,"WEBB","2015","60228",1,"0",NA,"5/16/2015","5/21/2015",""," 1 0",55,92,85.8,137.5,55,30,"Y",0,"WEBB"
"5981",111,"WEBB","2015","60186",1,"0",NA,"4/26/2015","5/7/2015",""," 1 0",28,100,76.4,162.5,72.5,82.5,"Y",0,"WEBB"
"5991",112,"WEBB","2015","60186",2,"0",NA,"6/2/2015","6/15/2015",""," 2 0",55,94,85.6,67.5,10,12.5,"Y",0,"WEBB"
"6001",113,"WEBB","2015","60186",1,"0",NA,"4/28/2015","5/6/2015",""," 1 0",20,97,61.6,200,107.5,145,"Y",0,"WEBB"
"6011",114,"WEBB","2015","60199",1,"0",NA,"4/23/2015","5/4/2015",""," 1 0",NA,96.25,83.8,200,90,17.5,"N",0,"WEBB"
"6021",214,"WEBB","2016","60652",1,"1",NA,"4/26/2016","5/21/2016",""," 1 1",28,100,89.788,122.5,30,20,"N",0,"WEBB"
"6031",215,"WEBB","2016","60919",1,"1",NA,"4/24/2016","5/21/2016",""," 1 1",7,100,92.082,165,127.5,107.5,"N",0,"WEBB"
"6041",216,"WEBB","2016","60672",1,"1",NA,"5/5/2016","6/2/2016",""," 1 1",10,97,92.08,165,82.5,67.5,"N",0,"WEBB"
"6051",217,"WEBB","2016","60690",1,"1",NA,"5/8/2016","6/4/2016",""," 1 1",31,100,97.29,95,27.5,15,"N",0,"WEBB"
"6061",218,"WEBB","2016","60683",1,"0",NA,"4/6/2016","4/21/2016",""," 1 0",11,88,76.246,135,45,35,"Y",0,"WEBB"
"6071",219,"WEBB","2016","60646",1,"0",NA,"4/12/2016","4/28/2016",""," 1 0",15,80,39.166,67.5,27.5,27.5,"Y",0,"WEBB"
"6081",220,"WEBB","2016","60656",1,"0",NA,"4/19/2016","5/12/2016",""," 1 0",32,77.25,93.126,165,80,47.5,"N",0,"WEBB"
"6091",221,"WEBB","2016","60663",1,"0",NA,"5/15/2016","5/30/2016",""," 1 0",0,100,0.25,52.5,40,32.5,"N",0,"WEBB"
"6101",222,"WEBB","2016","60647",1,"1",NA,"4/15/2016","5/12/2016",""," 1 1",30,93,84.584,130,25,17.5,"N",0,"WEBB"
"6111",223,"WEBB","2016","60700",1,"0",NA,"4/13/2016","4/21/2016",""," 1 0",41,99,92.29,95,13.75,52.5,"N",0,"WEBB"
"6121",224,"WEBB","2016","60700",2,"0",NA,"5/27/2016","6/12/2016",""," 2 0",22,87,97.08,140,47.5,17.5,"N",0,"WEBB"
"6131",225,"WEBB","2016","60682",1,"1",NA,"4/13/2016","5/11/2016",""," 1 1",13,100,81.668,185,157.5,105,"N",0,"WEBB"
"6141",226,"WEBB","2016","60696",1,"1",NA,"4/22/2016","5/18/2016",""," 1 1",11,98,91.038,200,140,87.5,"N",0,"WEBB"
"6151",227,"WEBB","2016","60704",1,"0",NA,"4/28/2016","5/16/2016",""," 1 0",0,100,0,72.5,47.5,32.5,"Y",0,"WEBB"
"6161",228,"WEBB","2016","60649",1,"0",NA,"4/9/2016","5/18/2016",""," 1 0",10,97,55.21,172.5,112.5,117.5,"N",0,"WEBB"
"6171",229,"WEBB","2016","60644",1,"1",NA,"4/10/2016","4/13/2016",""," 1 1",53,96.5,71.64,192.5,60,30,"N",0,"WEBB"
"6181",230,"WEBB","2016","60667",1,"1",NA,"4/14/2016","5/10/2016",""," 1 1",3,89,69.984,165,125,127.5,"N",0,"WEBB"
"6191",231,"WEBB","2016","60658",1,"0",NA,"4/14/2016","4/24/2016",""," 1 0",4,100,62.5,110,47.5,35,"N",0,"WEBB"
"6201",232,"WEBB","2016","60658",2,"1",NA,"5/23/2016","6/19/2016",""," 2 1",3,100,36.038,105,80,70,"N",0,"WEBB"
"6211",233,"WEBB","2016","60676",1,"1",NA,"4/30/2016","5/27/2016",""," 1 1",4,91,49.586,160,70,67.5,"N",0,"WEBB"
"6221",234,"WEBB","2016","60644",1,"0",NA,"4/20/2016","5/4/2016",""," 1 0",8,100,85.208,137.5,92.5,47.5,"N",0,"WEBB"
"6231",235,"WEBB","2016","60921",1,"0",NA,"6/1/2016","6/8/2016",""," 1 0",12,47,89,95,28.75,27.5,"N",0,"WEBB"
"6241",236,"WEBB","2016","60701",1,"0",NA,"4/24/2016","5/15/2016",""," 1 0",3,85.5,37.084,85,43.75,37.5,"N",0,"WEBB"
"6251",384,"WEBB","2017","46168",1,"1",NA,"4/2/2017","5/11/2017",NA," 1 1",10,100,88,NA,46,138,"N",0,"WEBB"
"6261",385,"WEBB","2017","46206",1,"0",NA,"4/13/2017","5/4/2017","U"," 1 0",20,100,94,NA,29,198,"N",0,"WEBB"
"6271",386,"WEBB","2017","46186",1,"0",NA,"4/28/2017","5/4/2017","predation"," 1 0",53,100,96,NA,12.5,150,"N",0,"WEBB"
"6281",387,"WEBB","2017","46187",1,"1",NA,"4/1/2017","5/11/2017",NA," 1 1",7,56,91,NA,1,5,"N",0,"WEBB"
"6291",500,"WEBB","2018","61117",1,"0",NA,"4/2/2018","4/3/2018","predation on nest "," 1 0",15,100,92.6,152.5,95,130,"Y",0,"WEBB"
"6301",501,"WEBB","2018","61130",1,"0",NA,"4/8/2018","5/1/2018","U"," 1 0",22,82,95.6,155,40,62.5,"N",0,"WEBB"
"6311",502,"WEBB","2018","61135",1,"1",NA,"4/24/2018","5/22/2018",NA," 1 1",39,100,94.2,192.5,77.5,92.5,"N",0,"WEBB"
"6321",503,"WEBB","2018","61142",1,"0",NA,"4/29/2018","5/9/2018","U"," 1 0",13,100,90.2,177.5,95,112.5,"N",0,"WEBB"
"6331",504,"WEBB","2018","61138",1,"1",NA,"4/7/2018","5/6/2018",NA," 1 1",4,81,46.2,97.5,85,65,"N",0,"WEBB"
"6341",505,"WEBB","2018","61139",1,"0",NA,"4/16/2018","4/18/2018","U"," 1 0",23,100,87.2,155,97.5,97.5,"N",0,"WEBB"
"6351",506,"WEBB","2018","61139",2,"0",NA,"5/13/2018","5/18/2018","predation"," 2 0",21,100,96,160,42.5,90,"N",0,"WEBB"
"6361",507,"WEBB","2018","61139",3,"1",NA,"6/13/2018","7/13/2018",NA," 3 1",18,100,90.6,140,22.5,60,"N",0,"WEBB"
"6371",508,"WEBB","2018","61125",1,"0",NA,"5/10/2018","5/19/2018","U"," 1 0",5,68,51.8,170,165,162.5,"N",0,"WEBB"
"6381",509,"WEBB","2018","61226",1,"0",NA,"4/2/2018","4/12/2018","abandoned"," 1 0",13,100,89.4,195,147.5,165,"N",0,"WEBB"
"6391",510,"WEBB","2018","61126",1,"0",NA,"5/22/2018","5/30/2018","predation"," 1 0",11,100,88.8,200,130,152.5,"N",0,"WEBB"
"6401",1,"WLA","2014","45",1,"1",NA,"5/12/2014","6/7/2014",""," 1 1",NA,49.2,76.128,188.75,95,43.75,"N",0,"WLA"
"6411",2,"WLA","2014","47",1,"0",NA,"4/15/2014","5/12/2014",""," 1 0",NA,52.8,87.36,190,78.75,53.75,"N",0,"WLA"
"6421",3,"WLA","2014","68",1,"0",NA,"5/2/2014","5/7/2014",""," 1 0",NA,45,85.488,192.5,66.25,71.25,"N",0,"WLA"
"6431",4,"WLA","2014","68",2,"0",NA,"6/6/2014","6/12/2014",""," 2 0",NA,35.4,85.696,110,41.25,18.75,"N",0,"WLA"
"6461",7,"WLA","2014","71",1,"0",NA,"4/29/2014","4/30/2014",""," 1 0",NA,78,97.76,200,166.25,176.25,"N",0,"WLA"
"6471",8,"WLA","2014","71",2,"0",NA,"5/18/2014","5/20/2014",""," 2 0",NA,63,55.744,200,125,140,"N",0,"WLA"
"6481",9,"WLA","2014","74",1,"0",NA,"4/22/2014","4/27/2014",""," 1 0",NA,69,65.728,191.25,123.75,143.75,"N",0,"WLA"
"6491",10,"WLA","2014","86",1,"0",NA,"6/3/2014","6/7/2014",""," 1 0",NA,43.4,90.272,150,53.75,60,"N",0,"WLA"
"6501",11,"WLA","2014","57",1,"0",NA,"5/8/2014","5/10/2014",""," 1 0",NA,27,95.888,195,78.75,53.75,"N",0,"WLA"
"6511",12,"WLA","2014","57",2,"0",NA,"5/29/2014","6/6/2014",""," 2 0",NA,39.4,87.776,200,90,82.5,"N",0,"WLA"
"6521",13,"WLA","2014","64",1,"0",NA,"4/29/2014","5/10/2014",""," 1 0",NA,57,81.12,181.25,128.75,111.25,"N",0,"WLA"
"6531",14,"WLA","2014","64",2,"0",NA,"6/5/2014","6/30/2014",""," 2 0",NA,65,45.76,176.25,112.5,86.25,"N",0,"WLA"
"6541",15,"WLA","2014","60",1,"0",NA,"4/30/2014","5/16/2014",""," 1 0",NA,40,76.544,197.5,130,140,"N",0,"WLA"
"6551",16,"WLA","2014","60",2,"0",NA,"6/18/2014","6/20/2014",""," 2 0",NA,7.2,97.344,196.25,60,21.25,"N",0,"WLA"
"6561",17,"WLA","2014","67",1,"0",NA,"5/6/2014","5/30/2014",""," 1 0",NA,36.8,99.008,112.5,31.25,15,"N",0,"WLA"
"6571",18,"WLA","2014","49",1,"0",NA,"4/27/2014","5/24/2014",""," 1 0",NA,44.4,86.112,182.5,88.75,87.5,"N",0,"WLA"
"6581",19,"WLA","2014","55",1,"0",NA,"4/12/2014","5/9/2014",""," 1 0",NA,8.2,58.032,172.5,47.5,17.5,"N",0,"WLA"
"6591",20,"WLA","2014","55",2,"0",NA,"5/23/2014","5/30/2014",""," 2 0",NA,30.8,65.936,130,60,36.25,"N",0,"WLA"
"6601",21,"WLA","2014","55",3,"0",NA,"6/23/2014","6/25/2014",""," 3 0",NA,31.8,99.632,155,33.75,16.25,"N",0,"WLA"
"6611",22,"WLA","2014","48",1,"0",NA,"4/14/2014","4/26/2014",""," 1 0",NA,76.4,71.724,197.5,122.5,177.5,"N",0,"WLA"
"6621",23,"WLA","2014","46",1,"0",NA,"4/29/2014","4/29/2014",""," 1 0",NA,56,83.408,177.5,87.5,86.25,"N",0,"WLA"
"6631",24,"WLA","2014","46",2,"0",NA,"5/12/2014","5/17/2014",""," 2 0",NA,56.2,66.768,158.75,117.5,117.5,"N",0,"WLA"
"6641",25,"WLA","2014","46",4,"0",NA,"6/5/2014","6/10/2014",""," 4 0",NA,36.4,91.312,112.5,60,33.75,"N",0,"WLA"
"6651",26,"WLA","2014","54",1,"0",NA,"5/13/2014","5/19/2014",""," 1 0",NA,59,61.152,196.25,137.5,138.75,"N",0,"WLA"
"6661",27,"WLA","2014","52",1,"0",NA,"5/22/2014","5/24/2014",""," 1 0",NA,15.4,95.472,85,20,12.5,"N",0,"WLA"
